S-No.,variant 1,variant 2,variant 3,variant 4,variant 5,variant 6
581,126.105,127.298,150.699,1.015,1.262,4
582,127.458,122.387,138.145,1.085,1.393,5
583,126.069,134.902,143.073,1.335,1.134,0
584,121.169,121.633,143.661,1.322,1.358,2
585,131.444,132.231,147.371,1.092,1.238,2
586,122.792,130.307,141.426,1.141,1.14,1
587,129.787,134.308,152.395,1.043,1.115,4
588,129.694,133.721,139.36,1.026,1.373,1
589,122.843,126.835,144.962,1.118,1.032,3
590,123.893,134.06,153.384,1.161,1.069,2
591,126.139,133.102,142.534,1.292,1.182,1
592,124.179,133.086,142.602,1.212,1.261,4
593,127.554,126.826,146.837,1.245,1.007,4
594,123.341,133.217,138.316,1.31,1.333,0
595,129.473,134.507,150.859,1.369,1.074,3
596,136.612,128.813,139.043,1.152,1.144,3
597,137.677,133.478,141.898,1.107,1.163,0
598,124.134,126.083,153.103,1.242,1.185,4
599,133.293,122.836,153.379,1.007,1.294,5
600,132.255,126.529,138.838,0.978,1.015,2
601,123.799,124.728,136.589,1.19,1.19,3
602,135.803,124.733,147.764,1.183,1.068,2
603,123.142,132.305,141.325,1.327,1.275,0
604,129.742,134.742,144.864,0.968,1.388,1
605,134.524,129.608,147.699,1.337,1.215,0
606,124.885,128.409,147.252,1.06,1.077,3
607,126.783,131.543,146.501,0.95,1.054,5
608,130.37,125.324,140.301,1.169,1.293,5
609,132.068,126.799,153.722,1.321,1.312,3
610,125.346,124.44,150.911,1.255,1.002,4
611,135.808,126.949,143.798,1.34,1.337,1
612,136.434,130.946,139.367,1.21,1.214,5
613,121.039,133.863,148.371,1.237,1.061,2
614,134.415,122.963,148.69,1.036,1.376,3
615,129.712,121.037,146.426,1.167,1.071,1
616,123.291,133.567,151.251,1.122,1.128,1
617,135.348,125.838,141.798,1.361,1.383,2
618,137.717,133.408,147.813,1.111,1.235,2
619,129.996,128.078,138.247,1.237,1.363,4
620,131.015,125.208,135.906,1.138,1.068,0
621,121.986,123.362,146.833,1.312,1.141,1
622,128.872,121.815,146.718,1.398,1.032,3
623,125.289,133.781,135.71,1.191,1.262,0
624,131.511,130.542,137.078,0.997,1.253,0
625,132.282,124.579,148.433,1.239,1.097,4
626,127.42,123.01,142.148,1.382,1.317,4
627,133.869,134.661,144.851,0.983,1.221,2
628,136.021,130.976,144.092,1.341,1.327,0
629,121.842,132.612,151.449,1.017,1.143,5
630,123.726,123.969,153.04,1.308,1.155,5
631,129.77,126.497,142.229,1.168,1.099,4
632,132.504,127.52,138.115,1.117,1.285,4
633,137.093,123.963,153.269,1.143,1.206,5
634,134.079,126.971,150.721,1.043,1.115,3
635,138,122.025,137.322,1.246,1.02,1
636,124.136,132.375,149.621,1.158,1.357,4
637,125.035,132.149,146.296,1.263,1.258,0
638,127.768,128.796,147.566,1.256,1.276,3
639,124.519,120.103,144.684,1.344,1.317,0
640,126.601,125.779,138.428,1.185,1.136,1
641,129.219,133.753,148.568,1.22,1.333,3
642,135.745,123.246,153.999,1.181,1.284,0
643,132.877,125.62,147.487,1.396,1.202,0
644,122.069,127.762,150.492,1.384,1.152,0
645,128.116,130.126,135.94,1.136,1.283,2
646,123.488,120.505,137.039,0.988,1.287,4
647,123.306,131.995,151.86,1.289,1.182,4
648,127.304,130.582,135.06,0.951,1.194,2
649,130.826,125.258,153.109,1.331,1.127,2
650,125.714,130.655,140.065,1.27,1.245,4
651,135.501,125.457,139.398,0.957,1.327,4
652,125.126,124.436,138.879,1.099,1.241,1
653,126.809,133.212,140.577,1.188,1.353,0
654,135.979,133.092,136.864,1.35,1.24,1
655,122.264,125.217,148.858,1.284,1.082,5
656,127.473,134.266,153.61,0.957,1.353,5
657,135.862,120.13,146.587,1.395,1.116,0
658,121.119,122.976,137.051,1.279,1.268,4
659,123.074,122.816,137.153,1.02,1,2
660,121.198,122.61,136.242,1.298,1.109,1
661,135.47,132.487,140.674,1.078,1.316,5
662,123.246,123.87,145.097,1.331,1.139,4
663,131.47,125.533,144.314,1.228,1.16,0
664,126.59,131.799,148.041,1.036,1.301,2
665,134.923,132.451,142.714,1.079,1.365,5
666,121.807,124.543,135.932,1.1,1.182,1
667,127.733,129.251,149.14,1.389,1.318,4
668,127.39,122.274,141.797,0.99,1.097,4
669,132.9,133.734,152.628,1.155,1.359,3
670,126.205,127.504,147.06,1.128,1.244,1
671,136.236,126.934,142.057,1.016,1.103,5
672,137.074,120.099,137.622,1.371,1.206,4
673,136.147,131.132,151.987,1.052,1.216,2
674,123.967,127.23,152.997,1.113,1.178,3
675,130.491,124.123,145.734,1.287,1.398,3
676,125.263,124.889,151.676,1.101,1.005,5
677,121.934,132.263,151.746,1.349,1.07,0
678,137.853,127.568,144.161,1.134,1.134,3
679,127.421,134.756,135.818,1.326,1.383,5
680,122.773,132.726,141.558,1.328,1.114,4
681,133.873,132.563,142.822,1.192,1.324,2
682,122.372,129.239,141.318,1.336,1.34,2
683,129.884,120.289,143.447,1.313,1.348,4
684,128.134,124.261,145.611,1.318,1.139,1
685,124.766,134.631,143.637,1.035,1.305,4
686,122.902,133.346,150.067,1.001,1.084,5
687,137.412,126.171,141.79,1.235,1.203,0
688,137.546,124.448,149.979,0.99,1.011,2
689,133.724,127.135,146.813,1.355,1.079,4
690,123.705,128.978,146.801,1.036,1.269,5
691,121.708,126.783,143.626,1.098,1.087,1
692,133.256,127.232,143.493,1.364,1.26,5
693,137.896,132.014,149.557,0.955,1.303,4
694,134.421,128.607,144.734,1.339,1.031,1
695,122.849,130.236,142.618,1.042,1.189,1
696,135.773,129.526,136.917,1.177,1.059,0
697,126.119,131.861,140.504,1.378,1.359,5
698,136.166,132.306,153.405,1.278,1.037,2
699,122.835,125.982,135.625,1.071,1.106,4
700,137.184,123.13,140.736,1.111,1.385,1
701,134.164,125.888,152.426,1.155,1.227,5
702,131.998,121.692,144.411,1.198,1.035,0
703,125.969,134.331,151.034,0.967,1.216,0
704,129.518,129.327,152.323,1.379,1.288,4
705,136.204,128.084,148.681,1.388,1.231,1
706,129.03,127.851,148.703,1.16,1.057,5
707,134.859,134.201,136.749,1.264,1.209,4
708,136.364,134.457,136.373,1.363,1.32,4
709,125.644,129.109,147.003,1.064,1.299,5
710,128.456,123.658,139.335,1.091,1.057,4
711,134.1,125.944,138.521,1.17,1.18,3
712,125.757,127.348,142.69,1.167,1.213,0
713,127.798,129.666,143.839,1.134,1.108,1
714,129.615,128.397,143.348,1.377,1.289,5
715,131.712,133.035,142.2,1.194,1.081,5
716,125.229,130.361,145.526,1.053,1.327,5
717,127.271,124.78,149.864,1.082,1.316,0
718,124.836,133.367,137.474,1.219,1.021,1
719,135.706,133.506,148.187,1.307,1.162,4
720,124.256,131.321,149.041,1.263,1.191,3
721,131.067,124.709,147.132,1.278,1.334,3
722,124.112,126.49,139.511,1.278,1.011,2
723,125.458,128.148,151.064,1.043,1.309,5
724,127.402,125.014,147.987,1.071,1.274,5
725,136.41,124.458,148.914,1.258,1.325,4
726,136.511,126.362,141.988,1.177,1.391,3
727,128.306,130.521,141.452,1.101,1.378,1
728,134.666,124.982,139.82,1.247,1.214,2
729,130.844,126.677,143.448,1.107,1.371,5
730,136.329,132.061,140.98,1.161,1.285,3
731,128.469,125.021,135.358,1.302,1.187,2
732,125.595,129.998,152.391,0.954,1.005,1
733,126.495,132.572,141.741,1.337,1.122,5
734,129.107,129.782,146.098,1.014,1.252,4
735,135.934,127.587,144.873,0.975,1.307,0
736,121.937,120.132,147.579,1.265,1.075,5
737,129.352,123.101,137.048,1.23,1.312,4
738,137.376,131.849,151.452,1.389,1.122,5
739,131.992,129.951,138.634,1.237,1.146,4
740,124.075,126.989,140.193,0.968,1.215,4
741,129.806,134.998,145.04,1.267,1.171,0
742,135.112,133.251,137.349,1.088,1.019,4
743,127.316,130.9,152.175,0.994,1.279,2
744,137.465,124.432,144.91,1.276,1.39,3
745,126.032,126.908,148.919,0.991,1.295,2
746,128.79,129.415,146.88,1.09,1.009,0
747,132.763,127.253,149.294,1.224,1.349,4
748,124.78,132.815,136.119,1.211,1.067,2
749,129.248,134.201,135.717,1.059,1.181,5
750,135.133,129.427,149.867,1.33,1.089,4
751,123.406,122.543,141.34,1.078,1.396,5
752,121.833,127.148,142.191,1.274,1.101,1
753,130.381,130.513,147.288,1.057,1.244,1
754,136.947,129.536,139.934,1.287,1.009,2
755,125.261,132.139,144.997,0.971,1.323,2
756,125.096,126.888,151.509,1.328,1.186,5
757,137.772,123.179,143.177,1.133,1.317,3
758,136.101,123.31,147.811,1.374,1.108,1
759,137.388,126.082,149.781,1.164,1.308,2
760,125.901,127.372,149.961,1.108,1.364,0
761,136.763,134.968,145.57,1.224,1.27,0
762,123.352,123.295,137.614,1.248,1.363,5
763,131.036,122.165,148.935,1.311,1.172,3
764,130.792,128.836,135.93,1.025,1.279,0
765,128.779,128.057,138.823,1.05,1.082,3
766,132.32,125.465,141.231,0.951,1.009,0
767,126.014,132.167,153.292,1.393,1.308,5
768,131.5,133.729,149.031,1.267,1.185,0
769,125.817,129.523,142.25,1.09,1.157,2
770,134.25,123.107,147.842,1.351,1.223,0
771,127.645,120.772,145.542,0.957,1.394,0
772,122.491,133.797,141.188,1.262,1.331,2
773,124.883,121.469,139.875,1.186,1.195,5
774,133.56,133.945,150.137,1.159,1.369,2
775,137.535,125.677,136.682,1.197,1.155,2
776,125.408,125.716,144.964,1.352,1.12,2
777,121.106,129.361,151.202,1.005,1.266,0
778,130.36,123.822,138.624,1.108,1.291,4
779,136.784,122.636,139.585,1.035,1.182,3
780,133.676,133.513,147.387,1.366,1.066,3
781,125.442,128.298,150.553,1.147,1.214,3
782,129.884,134.047,143.769,1.104,1.203,1
783,126.204,120.518,143.623,1.256,1.354,2
784,121.019,123.943,150.335,1.243,1.054,2
785,131.971,133.885,137.629,0.983,1.305,4
786,130.669,124.746,135.994,0.98,1.176,5
787,135.845,128.773,135.117,1.065,1.343,1
788,131.288,124.503,147.845,1.275,1.375,1
789,132.197,122.626,141.027,1.013,1.1,2
790,137.289,125.913,143.555,1.338,1.351,5
791,121.379,127.35,136.411,1.017,1.282,4
792,123.162,128.468,151.11,1.005,1.095,4
793,131.994,126.789,145.333,1.306,1.26,4
794,126.897,130.092,151.167,0.965,1.086,1
795,130.337,120.618,147.883,1.27,1.378,1
796,128.508,128.998,149.024,1.187,1.237,3
797,130.189,129.549,136.712,1.302,1.34,3
798,137.473,122.279,153.282,1.337,1.33,3
799,124.206,125.156,135.759,1.222,1.088,3
800,124.356,127.123,141.193,1.233,1.115,5
801,137.83,129.667,139.897,1.112,1.378,0
802,123.323,131.465,147.045,1.157,1.282,5
803,128.735,128.589,141.308,1.368,1.179,5
804,123.938,126.666,149.784,1.234,1.15,4
805,123.823,128.003,139.379,1.208,1.135,1
806,137.814,125.692,145.906,1.306,1.08,0
807,124.725,123.609,152.841,1.158,1.356,3
808,136.739,126.671,147.941,1.034,1.095,0
809,134.515,127.227,145.261,1.12,1.146,3
810,121.122,120.181,137.327,1.183,1.388,5
811,130.642,125.853,143.209,1.008,1.098,5
812,136.242,124.015,140.218,1.212,1.011,0
813,132.618,130.8,140.052,1.15,1.35,4
814,136.161,122.376,135.937,1.287,1.155,4
815,132.516,133.984,143.322,1.31,1.059,3
816,135.615,134.338,145.486,1.385,1.091,5
817,131.615,132.127,135.635,1.213,1.322,1
818,126.231,124.722,151.36,1.144,1.048,0
819,131.686,128.545,145.413,1.049,1.184,3
820,128.35,126.558,142.028,1.208,1.26,1
821,130.208,132.815,136.302,1.299,1.186,1
822,136.735,126.646,137.07,1.205,1.367,5
823,136.915,124.346,147.821,1.131,1.258,1
824,135.482,129.246,153.509,0.954,1.083,4
825,125.264,129.487,151.971,0.953,1.372,1
826,129.531,124.087,138.312,1.269,1.36,1
827,137.486,124.666,144.805,1.265,1.14,1
828,128.321,128.977,137.776,1.231,1.322,1
829,123.571,126.787,139.051,1.374,1.219,5
830,128.237,132.844,147.263,1.2,1.081,3
831,131.762,129.128,143.553,1.352,1.217,1
832,132.462,128.044,136.545,1.059,1.158,0
833,133.761,133.626,137.986,1.1,1.117,3
834,135.714,130.883,147.517,1.216,1.013,4
835,133.122,125.08,146.655,1.174,1.293,5
836,122.752,127.795,152.286,1.079,1.017,1
837,128.501,121.843,151.168,0.988,1.386,3
838,129.086,120.633,136.116,1.063,1.302,0
839,126.691,120.844,145.652,1.242,1.136,3
840,128.032,120.57,145.313,1.076,1.279,2
841,125.778,125.678,150.584,1.346,1.347,2
842,125.274,133.911,138.652,1.298,1.348,2
843,130.704,121.581,136.023,1.279,1.275,2
844,121.025,122.689,136.252,1.299,1.367,2
845,130.092,130.937,140.603,1.011,1.305,2
846,130.634,124.042,142.764,1.374,1.053,5
847,129.665,134.171,135.602,1.172,1.022,2
848,132.619,125.555,150.777,1.238,1.011,1
849,133.269,125.841,140.096,1.157,1.104,2
850,134.463,121.954,136.311,1.195,1.179,0
851,125.776,133.498,144.561,1.289,1.005,2
852,130.295,133.205,146.255,1.044,1.248,2
853,134.824,126.456,135.045,0.992,1.242,4
854,124.207,122.008,138.776,1.114,1.27,1
855,129.979,133.979,137.856,1.304,1.051,5
856,129.374,133.433,142.717,1.316,1.242,4
857,125.607,124.825,139.725,1.024,1.241,4
858,122.877,126.99,152.505,1.276,1.32,0
859,123.281,124.041,147.397,1.144,1.234,0
860,128.425,123.453,150.256,1.378,1.114,0
861,130.456,134.442,139.13,1.222,1.397,4
862,134.531,128.016,151.435,1.149,1.315,5
863,132.463,120.658,139.317,1.095,1.016,5
864,126.611,133.354,141.451,0.996,1.369,1
865,134.891,133.082,136.556,0.997,1.377,0
866,123.052,127.081,139.32,0.971,1.273,4
867,130.528,122.657,140.189,1.338,1.389,4
868,125.303,120.437,146.612,1.037,1.038,3
869,136.103,132.314,147.064,1.002,1.337,2
870,121.927,127.823,144.263,1.281,1.37,4
871,137.497,134.989,151.115,1.047,1.22,5
872,135.095,134.978,145.7,1.273,1.034,0
873,126.842,120.67,148.831,1.366,1.265,5
874,131.678,122.232,136.479,1.15,1.051,0
875,126.545,127.529,143.587,1.178,1.193,3
876,124.491,126.188,142.507,1.08,1.378,3
877,136.014,134.5,140.547,1.316,1.137,4
878,133.83,133.248,145.397,0.986,1.115,3
879,133.294,124.207,147.574,1.268,1.017,1
880,135.379,132.521,148.555,1.297,1.106,2
881,128.791,132.278,136.161,1.271,1.044,2
882,129.865,132.506,151.494,0.981,1.128,3
883,136.699,134.257,143.851,1.001,1.176,4
884,124.491,121.409,148.705,1.305,1.3,3
885,123.5,127.955,142.121,1.397,1.294,3
886,129.146,129.274,152.009,1.341,1.191,0
887,129.683,121.245,135.999,1.008,1.321,4
888,130.943,123.168,151.273,1.117,1.227,5
889,126.899,129.609,147.865,1.06,1.378,2
890,132.703,129.27,142.829,1.284,1.025,2
891,126.352,129.523,145.576,1.095,1.274,5
892,121.129,127.998,151.755,1.258,1.235,0
893,125.575,124.701,139.529,1.384,1.307,1
894,136.003,134.932,139.654,1.024,1.051,0
895,128.175,122.35,139.82,1.247,1.28,0
896,121.68,121.061,150.245,1.367,1.384,1
897,128.033,125.345,147.619,1.057,1.336,5
898,131.134,124.782,136.012,1.243,1.333,0
899,130.72,128.989,147.561,1.032,1.034,3
900,134.921,128.458,142.956,1.141,1.373,1
901,126.782,120.208,144.664,1.234,1.033,0
902,123.392,134.354,153.731,1.197,1.134,3
903,127.832,127.131,136.869,0.982,1.076,0
904,128.546,133.902,150.582,1.087,1.382,0
905,126.874,128.199,145.364,1.314,1.363,3
906,132.084,133.027,153.369,1.268,1.203,1
907,124.214,124.773,136.282,1.169,1.364,5
908,135.951,123.078,135.63,1.245,1.07,3
909,133.758,131.262,140.806,1.167,1.383,0
910,122.74,125.984,137.986,1.378,1.163,5
911,125.151,132.81,135.765,1.202,1.087,5
912,125.032,132.151,138.556,1.364,1.208,2
913,130.262,125.335,140.355,1.222,1.371,3
914,127.435,124.756,144.628,1.399,1.031,2
915,134.286,130.454,139.131,1.325,1.273,0
916,123.649,133.462,137.298,1.012,1.165,0
917,131.389,120.547,150.906,1.308,1.279,1
918,136.311,122.379,142.961,1.033,1.281,5
919,123.864,129.662,143.39,1.033,1.117,2
920,133.95,131.877,139.963,1.241,1.324,0
921,123.78,123.474,149.624,1.216,1.378,5
922,125.256,128.047,147.645,1.092,1.341,1
923,134.985,124.131,151.347,0.976,1.272,2
924,129.317,129.902,146.738,1.259,1.338,5
925,124.48,125.653,140.945,1.279,1.287,1
926,125.809,134.102,153.005,1.009,1.28,3
927,133.038,132.34,139.589,1.072,1.306,3
928,124.105,134.339,141.759,1.008,1.098,1
929,121.123,124.5,137.234,1.061,1.307,3
930,135.475,127.155,137.295,1.257,1.208,2
931,127.613,120.027,141.229,1.12,1.187,3
932,132.9,124.505,146.049,1.339,1.106,5
933,131.381,123.343,139.86,1.312,1.344,5
934,136.187,122.074,145.683,1.342,1.302,0
935,124.366,128.475,140.411,1.237,1.268,4
936,122.395,126.49,151.988,0.973,1.251,3
937,121.88,122.378,149.056,1.339,1.192,0
938,135.757,123.152,145.024,0.976,1.299,1
939,129.276,134.751,143.955,1.24,1.075,0
940,128.267,122.664,135.401,1.065,1.205,2
941,122.634,132.873,146.713,1.068,1.391,2
942,124.873,121.012,149.712,1.048,1.138,3
943,131.427,121.429,140.761,0.951,1.193,5
944,126.306,130.76,142.533,1.339,1.001,5
945,130.301,133.694,145.241,1.055,1.228,5
946,121.215,133.588,138.78,1.274,1.002,5
947,130.147,131.953,143.142,1.326,1.262,1
948,122.068,121.827,147.273,1.025,1.238,4
949,134.105,131.627,143.336,1.072,1.34,4
950,134.67,132.24,153.622,1.258,1.052,4
951,130.812,129.803,136.094,1.301,1.03,0
952,123.06,121.442,142.519,1.062,1.039,1
953,130.064,124.232,135.298,1.278,1.043,3
954,130.818,134.506,137.1,1.378,1.285,0
955,132.297,127.981,141.571,0.999,1.001,1
956,127.37,121.883,137.447,1.236,1.019,5
957,124.108,120.672,140.456,1.049,1.1,4
958,137.633,125.215,149,1.142,1.325,0
959,122.197,134.753,140.132,1.165,1.32,0
960,133.122,134.832,148.066,1.104,1.262,0
961,127.05,126.726,138.583,1.359,1.085,2
962,133.46,131.254,151.197,1.012,1.12,2
963,126.003,133.866,138.265,1.024,1.235,2
964,136.352,132.167,142.695,0.972,1.288,1
965,134.84,120.093,146.562,1.21,1.221,2
966,128.261,132.311,153.377,1.014,1.118,5
967,133.359,126.969,151.987,1.192,1.236,4
968,132.187,124.638,137.107,1.211,1.2,5
969,126.614,133.632,135.396,1.173,1.037,1
970,131.901,133.065,135.717,1.076,1.278,1
971,132.535,122.222,138.44,1.271,1.306,2
972,123.841,125.586,143.029,1.098,1.101,2
973,129.584,132.524,135.632,1.111,1.244,5
974,126.726,125.054,146.721,1.053,1.348,4
975,135.209,124.167,140.569,1.234,1.18,4
976,130.959,132.765,141.729,1.283,1.304,3
977,130.889,125.785,143.467,1.33,1.125,3
978,127.026,132.446,144.846,1.022,1.348,4
979,121.56,133.197,147.688,1.377,1.02,0
980,132.122,122.02,153.685,1.026,1.253,3
981,134.807,130.139,142.284,1.007,1.321,5
982,123.021,131.595,137.348,1.285,1.042,5
983,127.259,131.967,148.52,1.305,1.035,1
984,134.815,130.018,143.574,1.197,1.137,1
985,125.17,123.679,150.662,1.112,1.196,3
986,121.416,134.168,145.658,1.392,1.009,5
987,137.918,128.168,139.392,1.091,1.216,1
988,132.712,126.749,148.723,1.156,1.21,4
989,124.585,123.181,151.157,1.303,1.023,4
990,126.106,130.626,145.568,1.153,1.1,0
991,130.824,120.14,142.237,0.969,1.134,1
992,122.169,130.731,136.618,1.024,1.185,0
993,126.977,124.734,143.863,1.358,1.041,2
994,133.294,124.45,146.894,1.384,1.36,3
995,124.427,132.483,144.301,1.156,1.248,2
996,124.123,123.78,151.32,1.304,1.077,3
997,121.292,129.329,138.02,1.045,1.103,4
998,133.521,124.091,147.249,1.161,1.222,0
999,133.033,132.63,145.781,1.091,1.062,5
1000,134.59,121.214,145.527,1.339,1.256,1
1001,131.088,128.145,151.342,1.286,1.343,2
1002,123.095,134.761,136.374,1.097,1.287,2
1003,121.9,129.887,135.574,1.315,1.011,1
1004,126.374,128.119,136.333,1.144,1.016,4
1005,132.841,120.397,148.126,1.262,1.034,1
1006,123.168,121.583,136.463,1.278,1.329,3
1007,128.334,128.281,145.987,1.131,1.01,0
1008,128.812,134.579,137.824,1.276,1.176,2
1009,128.006,132.051,141.728,1.302,1.383,1
1010,131.74,132.114,139.601,1.311,1.311,0
1011,127.886,128.898,138.005,1.348,1.156,3
1012,126.501,126.273,145.057,1.356,1.271,3
1013,128.123,133.188,142.943,1.308,1.097,1
1014,122.201,134.322,153.491,1.22,1.026,2
1015,125.643,120.252,145.837,1.4,1.371,1
1016,122.512,127.903,137.297,1.378,1.342,4
1017,123.985,124.725,142.846,1.235,1.278,4
1018,130.388,121.654,143.1,1.138,1.366,2
1019,132.984,129.694,152.079,1.229,1.39,4
1020,135.814,131.118,150.921,1.13,1.212,3
1021,130.226,129.535,147.988,1.156,1.182,0
1022,136.205,120.453,143.154,1.241,1.29,2
1023,130.967,129.775,144.155,1.307,1.283,3
1024,136.633,131.79,144.687,1.162,1.063,2
1025,126.018,125.182,150.255,1.191,1.152,1
1026,130.316,122.884,142.496,1.142,1.175,3
1027,137.003,123.818,138.862,0.993,1.164,4
1028,123.589,122.107,145.169,0.998,1.218,0
1029,123.146,127.381,140.862,1.165,1.196,0
1030,126.272,131.77,136.822,0.996,1.347,0
1031,124.505,131.377,152.075,1.283,1.112,1
1032,137.416,129.537,153.204,1.199,1.276,4
1033,126.991,129.262,139.392,1.174,1.218,3
1034,134.579,131.213,138.182,1.115,1.234,2
1035,124.816,132.965,147.855,1.212,1.195,2
1036,134.422,130.982,143.027,1.308,1.207,1
1037,136.665,133.563,140.332,1.281,1.025,2
1038,128.567,134.947,139.536,1.125,1.047,2
1039,122.055,128.329,143.003,1.375,1.017,5
1040,133.745,126.685,137.352,1.135,1.339,5
1041,123.818,122.985,152.117,0.984,1.399,3
1042,121.816,125.171,136.456,1.294,1.041,5
1043,129.648,127.859,146.763,1.396,1.167,4
1044,130.663,124.444,153.879,1.347,1.224,3
1045,126.397,125.287,147.146,1.085,1.032,0
1046,127.618,126.84,135.258,1.213,1.373,4
1047,126.065,121.479,139.071,1.234,1.095,2
1048,134.157,131.091,150.972,1.091,1.339,3
1049,135.921,123.091,148.577,1.354,1.147,3
1050,121.891,127.163,153.278,0.978,1.028,5
1051,133.963,133.464,143.814,1.098,1.078,2
1052,132.761,130.81,140.076,1.318,1.121,0
1053,136.206,127.143,153.828,1.342,1.1,1
1054,137.297,131.71,137.15,1.1,1.096,2
1055,132.122,132.079,148.698,1.14,1.06,3
1056,127.053,128.625,138.772,1.148,1.122,1
1057,129.556,126.385,145.526,0.998,1.363,1
1058,132.996,127.831,147.717,1.098,1.043,3
1059,131.293,134.637,153.852,1.324,1.07,4
1060,129.836,121.935,143.406,0.975,1.277,3
1061,123.46,125.638,141.991,1.098,1.237,5
1062,135.269,124.613,143.397,1.235,1.031,3
1063,135.179,126.441,139.152,1.25,1.248,5
1064,130.581,125.551,143.282,0.98,1.141,2
1065,134.462,133.185,147.878,1.234,1.127,4
1066,131.871,124.242,153.652,1.386,1.039,0
1067,134.767,123.96,151.742,1.236,1.379,4
1068,135.329,133.509,143.114,1.002,1.394,1
1069,128.127,133.412,148.875,1.188,1.036,0
1070,122.186,134.503,147.262,1.156,1.095,0
1071,121.207,127.577,142.961,1.327,1.132,2
1072,136.261,120.07,139.442,1.064,1.316,4
1073,137.357,131.816,136.781,1.094,1.278,5
1074,131.671,120.893,153.919,1.207,1.009,1
1075,136.064,128.305,137.19,1.351,1.326,2
1076,135.738,120.188,149.247,0.962,1.008,2
1077,127.326,121.394,135.794,1.343,1.013,0
1078,121.55,132.011,144.973,1.321,1.058,5
1079,127.592,132.316,153.799,1.236,1.181,1
1080,121.767,133.08,143.443,0.976,1.014,2
1081,136.352,134.175,135.404,1.097,1.036,5
1082,137.722,130.413,153.423,1.024,1.287,1
1083,136.753,125.941,139.081,1.328,1.292,2
1084,136.168,126.287,149.642,1.261,1.188,4
1085,133.448,126.183,153.644,0.998,1.285,2
